ID,SKU Interm1,Name,MF,Fermenter,Activity density (U/g),Batch weight (kg),BU EoR,SKU EoF,Weight ratio (kg EoR/kg EoF),Broth killing (hrs),Broth killing in,Harvest tanks__Broth preparation (hrs),Harvest tanks__Process extra (hrs),Harvest tanks__Post (hrs),Harvest tanks__End weight (kg),FAM or MF__Prep (hrs),FAM or MF__Process (kg/hr/sqm),FAM or MF__Post (hrs),FAM or MF__Weight factor (at F+L),FAM or MF__Weight (kg at F+L),FAP1__Filter preps (#),FAP1__Filter prep process (hrs),UF__UF fractions (#),UF__Prep (hrs),UF__Process (kg/hr/sqm),UF__Post (hrs),UF__End weight factor,UF__Weight ccUF (kg),Stab__Process (hrs),Stab__In V300,Stab__End weight factor,Stab__Weight ccUFSTAB (kg),Stab__Transfer to IBC (hrs),Recipe not in use,UF__DCO (tons/hr),UF__Nitrogen (kg/hr),UF__Phosphorus (kg/hr),FAM or MF__Parallel,Comments
94,19765,ASG MF CCUF,1,V140,11982.0,4200,50.3244,14469,,32,Etanks & Fermenter,0,0,0,105000,0,3833.0,0,3.069999999,322349.999895,1,2,1,0,4600.0,0,77.0,4186.363635,4,,1.0,4186.363635,1,False,0.085,8.570999999,6.429,,
95,19765,ASG MF CCUF,1,V200,11982.0,6540,78.36228,14469,,32,Etanks & Fermenter,0,0,0,163500,0,3833.0,0,3.069999999,501944.9998365,1,2,2,0,4600.0,0,77.0,6518.76623164286,4,,1.0,6518.76623164286,1,False,0.118,12.0,9.0,,
96,19765,ASG MF CCUF,1,V218,11982.0,6540,78.36228,14469,,32,Etanks & Fermenter,0,0,0,163500,0,3833.0,0,3.069999999,501944.9998365,1,2,2,0,20.16,0,77.0,6518.76623164286,4,,1.0,6518.76623164286,1,False,0.118,12.0,9.0,,
97,19767,ASG MF CCUF STAB,1,V100,5991.0,6000,35.946,14469,,32,Etanks & Fermenter,0,0,0,75000,0,3833.0,0,3.069999999,230249.999925,1,2,1,0,4600.0,0,77.0,2990.25973928571,4,Yes,2.0,5980.51947857142,1,False,0.118,12.0,9.0,,
98,19767,ASG MF CCUF STAB,1,V140,5991.0,8400,50.3244,14469,,32,Etanks & Fermenter,0,0,0,105000,0,3833.0,0,3.069999999,322349.999895,1,2,1,0,4600.0,0,77.0,4186.363635,4,Yes,2.0,8372.72727,1,False,0.085,8.570999999,6.429,,
99,19767,ASG MF CCUF STAB,1,V200,5991.0,13080,78.36228,14469,,32,Etanks & Fermenter,0,0,0,163500,0,3833.0,0,3.069999999,501944.9998365,1,2,2,0,4600.0,0,77.0,6518.76623164286,4,Yes,2.0,13037.5324632857,1,False,0.118,12.0,9.0,,
100,19767,ASG MF CCUF STAB,1,V218,5991.0,13080,78.36228,14469,,32,Etanks & Fermenter,0,0,0,163500,0,3833.0,0,3.069999999,501944.9998365,1,2,2,0,20.16,0,77.0,6518.76623164286,4,Yes,2.0,13037.5324632857,1,False,0.118,12.0,9.0,,
101,20343,"PLA2 CCDF STAB CACL2, BULK",0,V100,4224.899999999,8500,35.9116499999915,4778,,18,Etanks & Fermenter,14,0,0,170000,0,52.63,0,1.909999999,324699.99983,1,2,1,0,6.669999999,0,41.0,7919.51219097561,4,Yes,1.0625,8414.48170291159,1,False,0.076,21.789,10.55,,
102,20343,"PLA2 CCDF STAB CACL2, BULK",0,V140,4224.899999999,11900,50.2763099999881,4778,,18,Etanks & Fermenter,14,0,0,238000,0,52.63,0,1.909999999,454579.999762,1,2,1,0,6.669999999,0,41.0,11087.3170673659,4,Yes,1.0625,11780.2743840763,1,False,0.054,15.564,7.535999999,,
103,20343,"PLA2 CCDF STAB CACL2, BULK",0,V200,4224.899999999,18530,78.2873969999815,4778,,18,Etanks & Fermenter,14,0,0,370600,0,52.63,0,1.909999999,707845.9996294,1,2,2,0,6.669999999,0,41.0,17264.5365763268,4,Yes,1.0625,18343.5701123472,1,False,0.076,21.789,10.55,,
104,20343,"PLA2 CCDF STAB CACL2, BULK",0,V218,4224.899999999,18530,78.2873969999815,4778,,18,Etanks & Fermenter,14,0,0,370600,0,52.63,0,1.909999999,707845.9996294,1,2,2,0,6.669999999,0,41.0,17264.5365763268,4,Yes,1.0625,18343.5701123472,1,False,0.076,21.789,10.55,,
105,20353,PI-PLC CCUF,0,V100,19352.0,1500,29.028,20348,,3,V01,34,0,0,110000,0,87.299999999,0,1.75,192500.0,1,2,1,0,14.55,0,128.0,1503.906,4,,1.0,1503.906,1,False,0.4,10.0,2.888999999,Must have 2,
106,20353,PI-PLC CCUF,0,V140,19352.0,2100,40.6392,20348,,3,V01,34,0,0,154000,0,87.299999999,0,1.75,269500.0,1,2,1,0,14.55,0,128.0,2105.469,4,,1.0,2105.469,1,False,0.286,7.142999999,2.063,Must have 2,
107,20353,PI-PLC CCUF,0,V200,19352.0,3270,63.28104,20348,,3,V01,34,0,0,239800,0,87.299999999,0,1.75,419650.0,1,2,2,0,14.55,0,128.0,3278.516,4,,1.0,3278.516,1,False,0.367,9.173999999,2.649999999,Must have 2,
108,20353,PI-PLC CCUF,0,V218,19352.0,3270,63.28104,20348,,3,V01,34,0,0,239800,0,87.299999999,0,1.75,419650.0,1,2,2,0,14.55,0,128.0,3278.516,4,,1.0,3278.516,1,False,0.367,9.173999999,2.649999999,Must have 2,
109,20355,PI-PLC CCUF STABILIZED,0,V100,8717.0,3330,29.02761,20348,,3,V01,34,0,0,110000,0,24.44444444,0,1.8,198000.0,1,2,1,0,10.41,0,131.6571429,1503.90624951045,4,Yes,2.22,3338.6718739132,1,False,0.4,10.0,2.888999999,Must have 2,
110,20355,PI-PLC CCUF STABILIZED,0,V140,8717.0,4662,40.638654,20348,,3,V01,34,0,0,154000,0,42.25,0,1.75,269500.0,1,2,1,0,7.04,0,128.0,2105.469,4,Yes,2.22,4674.14118,1,False,0.286,7.142999999,2.063,Must have 2,
111,20355,PI-PLC CCUF STABILIZED,0,V200,8717.0,7259,63.276703,20348,,3,V01,34,0,0,239800,0,42.25,0,1.75,419650.0,1,2,2,0,7.04,0,128.0,3278.516,4,Yes,2.22,7278.30552,1,False,0.367,9.173999999,2.649999999,Must have 2,
112,20355,PI-PLC CCUF STABILIZED,0,V218,8717.0,7259,63.276703,20348,,3,V01,34,0,0,239800,0,42.25,0,1.75,419650.0,1,2,2,0,7.04,0,128.0,3278.516,4,Yes,2.22,7278.30552,1,False,0.367,9.173999999,2.649999999,Must have 2,
113,20634,CINDERELLA MF CCUF,1,V100,1750.0,15000,26.25,17510,,8,Etanks & Fermenter,0,0,0,92000,0,2154.0,0,3.04,279680.0,1,2,3,0,2154.0,0,19.0,14720.0,4,,1.0,14720.0,1,False,0.013,1.044,0.769,,
114,20634,CINDERELLA MF CCUF,1,V140,1750.0,21000,36.75,17510,,8,Etanks & Fermenter,0,0,0,128800,0,2154.0,0,3.04,391552.0,1,2,5,0,2154.0,0,19.0,20608.0,4,,1.0,20608.0,1,False,0.009,0.746,0.549,,
115,20634,CINDERELLA MF CCUF,1,V200,1750.0,32700,57.225,17510,,8,Etanks & Fermenter,0,0,0,200560,0,2154.0,0,3.04,609702.4,1,2,9,0,2154.0,0,19.0,32089.6,4,,1.0,32089.6,1,False,0.013,1.044,0.769,,
116,20634,CINDERELLA MF CCUF,1,V218,1750.0,32700,57.225,17510,,8,Etanks & Fermenter,0,0,0,200560,0,7.809999999,0,3.04,609702.4,1,2,9,0,2154.0,0,19.0,32089.6,4,,1.0,32089.6,1,False,0.013,1.044,0.769,,
117,20635,CINDERELLA MF CCUF STAB,1,V100,875.0,30000,26.25,17510,,8,Etanks & Fermenter,0,0,0,92000,0,2154.0,0,3.04,279680.0,1,2,3,0,2154.0,0,19.0,14720.0,4,Yes,2.0,29440.0,1,False,0.013,1.044,0.769,,
118,20635,CINDERELLA MF CCUF STAB,1,V140,875.0,42000,36.75,17510,,8,Etanks & Fermenter,0,0,0,128800,0,2154.0,0,3.04,391552.0,1,2,5,0,2154.0,0,19.0,20608.0,4,Yes,2.0,41216.0,1,False,0.009,0.746,0.549,,
119,20635,CINDERELLA MF CCUF STAB,1,V200,875.0,65400,57.225,17510,,8,Etanks & Fermenter,0,0,0,200560,0,2154.0,0,3.04,609702.4,1,2,9,0,2154.0,0,19.0,32089.6,4,Yes,2.0,64179.2,1,False,0.013,1.044,0.769,,
120,20635,CINDERELLA MF CCUF STAB,1,V218,875.0,65400,57.225,17510,,8,Etanks & Fermenter,0,0,0,200560,0,7.809999999,0,3.04,609702.4,1,2,9,0,2154.0,0,19.0,32089.6,4,Yes,2.0,64179.2,1,False,0.013,1.044,0.769,,
121,20656,GPP CCUF FOR STAB,0,V100,145800.0,8613,1255.7754,17235,,20,V01,20,0,0,115714,0,101.819999999,0,1.85,214070.9,1,2,3,0,13.33,0,25.0,8562.836,4,,1.0,8562.836,1,False,0.077,5.245,0.375,Can have 2,
122,20656,GPP CCUF FOR STAB,0,V140,145800.0,12058,1758.0564,17235,,20,V01,20,0,0,162000,0,101.819999999,0,1.85,299700.0,1,2,3,0,7.019999999,0,25.0,11988.0,4,,1.0,11988.0,1,False,0.055,3.746,0.268,Can have 2,
123,20656,GPP CCUF FOR STAB,0,V200,145800.0,18776,2737.5408,17235,,20,V01,20,0,0,252257,0,101.819999999,0,1.85,466675.45,1,2,5,0,13.33,0,25.0,18667.018,4,,1.0,18667.018,1,False,0.055,3.746,0.268,Can have 2,
124,20656,GPP CCUF FOR STAB,0,V218,145800.0,18776,2737.5408,17235,,20,V01,20,0,0,252257,0,101.819999999,0,1.85,466675.45,1,2,5,0,13.33,0,25.0,18667.018,4,,1.0,18667.018,1,False,0.055,3.746,0.268,Can have 2,
125,20906,MAXIREN KPO MF CCUF,1,V100,2899.0,4500,13.0455,4692,,7,Etanks & Fermenter,0,0,0,66000,0,2727.0,0,2.73,180180.0,1,2,2,0,2727.0,0,40.0,4504.5,4,,1.0,4504.5,1,False,0.026,2.056,1.514999999,,
126,20906,MAXIREN KPO MF CCUF,1,V140,2899.0,6300,18.2637,4692,,7,Etanks & Fermenter,0,0,0,92400,0,2727.0,0,2.73,252252.0,1,2,3,0,2727.0,0,40.0,6306.3,4,,1.0,6306.3,1,False,0.019,1.469,1.082,,
127,20906,MAXIREN KPO MF CCUF,1,V200,2899.0,9810,28.43919,4692,,7,Etanks & Fermenter,0,0,0,143880,0,2727.0,0,2.73,392792.4,1,2,4,0,2727.0,0,40.0,9819.81,4,,1.0,9819.81,1,False,0.026,2.056,1.514999999,,
128,20906,MAXIREN KPO MF CCUF,1,V218,2899.0,9810,28.43919,4692,,7,Etanks & Fermenter,0,0,0,143880,0,2727.0,0,2.73,392792.4,1,2,4,0,2727.0,0,40.0,9819.81,4,,1.0,9819.81,1,False,0.026,2.056,1.514999999,,
129,21136,MAXILACT FLW CCUF,0,V100,10909.2,15143,165.1980156,21132,,27,V01,25,0,0,91429,0,73.109999999,0,1.73,158172.17,1,2,2,0,12.189999999,0,10.0,15817.217,4,,1.0,15817.217,1,False,0.062,4.195999999,0.3,,
130,21136,MAXILACT FLW CCUF,0,V140,10909.2,21200,231.27504,21132,,27,V01,25,0,0,128000,0,73.109999999,0,1.73,221440.0,1,2,2,0,12.189999999,0,10.0,22144.0,4,,1.0,22144.0,1,False,0.044,2.996999999,0.214,,
131,21136,MAXILACT FLW CCUF,0,V200,10909.2,33011,360.1236012,21132,,27,V01,25,0,0,199314,0,73.109999999,0,1.73,344813.22,1,2,3,0,12.189999999,0,10.0,34481.322,4,,1.0,34481.322,1,False,0.057,3.849,0.275,,
132,21136,MAXILACT FLW CCUF,0,V218,10909.2,33011,360.1236012,21132,,27,V01,25,0,0,199314,0,73.109999999,0,1.73,344813.22,1,2,3,0,12.189999999,0,10.0,34481.322,4,,1.0,34481.322,1,False,0.057,3.849,0.275,,
133,21708,GPP KPO BADATZ CCUF,0,V100,16583.0,5714,94.755262,21704,,24,V01,0,0,0,85714,0,43.329999999,0,2.0,171428.0,1,2,2,0,7.219999999,0,30.0,5714.26666666667,4,,1.0,5714.26666666667,1,False,0.08,5.394,0.385,,
134,21708,GPP KPO BADATZ CCUF,0,V140,16583.0,8000,132.664,21704,,24,V01,0,0,0,120000,0,43.329999999,0,2.0,240000.0,1,2,2,0,7.219999999,0,30.0,8000.0,4,,1.0,8000.0,1,False,0.057,3.853,0.275,,
135,21708,GPP KPO BADATZ CCUF,0,V200,16583.0,12457,206.574431,21704,,24,V01,0,0,0,186857,0,43.329999999,0,2.0,373714.0,1,2,4,0,7.219999999,0,30.0,12457.1333333333,4,,1.0,12457.1333333333,1,False,0.073,4.948999999,0.354,,
136,21708,GPP KPO BADATZ CCUF,0,V218,16583.0,12457,206.574431,21704,,24,V01,0,0,0,186857,0,43.329999999,0,2.0,373714.0,1,2,4,0,7.219999999,0,30.0,12457.1333333333,4,,1.0,12457.1333333333,1,False,0.073,4.948999999,0.354,,
137,21721,PBN CCUF STAB,0,V100,265290.0,3016,800.11464,4629,,5,V01,0,0,0,85714,0,43.329999999,0,1.669999999,143142.379914286,1,2,1,0,7.219999999,0,105.0,1363.26076108844,4,Yes,2.222105,3029.30855351843,1,False,0.336,11.199999999,4.759999999,,
138,21721,PBN CCUF STAB,0,V140,265290.0,4222,1120.05438,4629,,5,V01,0,0,0,120000,0,43.329999999,0,1.669999999,200399.99988,1,2,1,0,14.48,0,105.0,1908.57142742857,4,Yes,2.222105,4241.04611174616,1,False,0.24,8.0,3.399999999,,
139,21721,PBN CCUF STAB,0,V200,265290.0,6574,1744.01646,4629,,5,V01,0,0,0,186857,0,43.329999999,0,1.669999999,312051.189813143,1,2,2,0,7.219999999,0,105.0,2971.9160934585,4,Yes,2.222105,6603.9096108546,1,False,0.308,10.275,4.367,,
140,21721,PBN CCUF STAB,0,V218,265290.0,6574,1744.01646,4629,,5,V01,0,0,0,186857,0,43.329999999,0,1.669999999,312051.189813143,1,2,2,0,7.219999999,0,105.0,2971.9160934585,4,Yes,2.222105,6603.9096108546,1,False,0.308,10.275,4.367,,
141,23322,BXN CCUF,0,V100,32295.0,6592,212.88864,20322,,9,V01,22,0,0,67857,0,33.329999999,0,3.399999999,230713.799932143,1,2,2,0,5.559999999,0,35.0,6591.82285520409,4,,1.0,6591.82285520409,1,False,0.318,41.622,0.416,Must have 2,
142,23322,BXN CCUF,0,V140,32295.0,9229,298.050555,20322,,6,V01,22,0,0,161500,0,80.75,0,2.0,323000.0,1,2,2,0,35.89,0,35.0,9228.57142857143,4,,1.0,9228.57142857143,1,False,0.227,29.73,0.297,Must have 2,
143,23322,BXN CCUF,0,V200,32295.0,14371,464.111445,20322,,9,V01,22,0,0,147929,0,33.329999999,0,3.399999999,502958.599852071,1,2,4,0,5.559999999,0,35.0,14370.2457100592,4,,1.0,14370.2457100592,1,False,0.292,38.185,0.382,Must have 2,
144,23322,BXN CCUF,0,V218,32295.0,14371,464.111445,20322,,9,V01,22,0,0,147929,0,33.329999999,0,3.399999999,502958.599852071,1,2,4,0,5.559999999,0,35.0,14370.2457100592,4,,1.0,14370.2457100592,1,False,0.292,38.185,0.382,Must have 2,
145,23890,PLA1 CCUF,0,V100,246000.0,8000,1968.0,23888,,30,Etanks & Fermenter,10,0,0,92000,0,60.979999999,0,1.84,169280.0,1,2,2,0,9.259999999,0,21.0,8060.95238095238,4,,1.0,8060.95238095238,1,False,0.067,9.563,4.0,,
146,23890,PLA1 CCUF,0,V140,246000.0,11200,2755.2,23888,,30,Etanks & Fermenter,10,0,0,128800,0,60.979999999,0,1.84,236992.0,1,2,2,0,9.259999999,0,21.0,11285.3333333333,4,,1.0,11285.3333333333,1,False,0.048,6.83,2.857,,
147,23890,PLA1 CCUF,0,V200,246000.0,17440,4290.24,23888,,30,Etanks & Fermenter,10,0,0,200560,0,60.979999999,0,1.84,369030.4,1,2,4,0,9.259999999,0,21.0,17572.8761904762,4,,1.0,17572.8761904762,1,False,0.061,8.772999999,3.669999999,,
148,23890,PLA1 CCUF,0,V218,246000.0,17440,4290.24,23888,,30,Etanks & Fermenter,10,0,0,200560,0,60.979999999,0,1.84,369030.4,1,2,4,0,9.259999999,0,21.0,17572.8761904762,4,,1.0,17572.8761904762,1,False,0.061,8.772999999,3.669999999,,
149,23893,PLA1 CCUF STAB,0,V100,113000.0,17500,1977.5,23888,,30,Etanks & Fermenter,10,0,0,92000,0,68.409999999,0,1.84,169280.0,1,2,2,0,6.679999999,0,21.0,8060.95238095238,4,Yes,2.1875,17633.3333333333,1,False,0.067,9.563,4.0,,
150,23893,PLA1 CCUF STAB,0,V140,113000.0,24500,2768.5,23888,,30,Etanks & Fermenter,10,0,0,128800,0,68.409999999,0,1.84,236992.0,1,2,2,0,6.679999999,0,21.0,11285.3333333333,4,Yes,2.1875,24686.6666666666,1,False,0.048,6.83,2.857,,
151,23893,PLA1 CCUF STAB,0,V200,113000.0,38150,4310.95,23888,,30,Etanks & Fermenter,10,0,0,200560,0,68.409999999,0,1.84,369030.4,1,2,4,0,6.679999999,0,21.0,17572.8761904762,4,Yes,2.1875,38440.6666666667,1,False,0.061,8.772999999,3.669999999,,
152,23893,PLA1 CCUF STAB,0,V218,113000.0,38150,4310.95,23888,,30,Etanks & Fermenter,10,0,0,200560,0,68.409999999,0,1.84,369030.4,1,2,4,0,6.679999999,0,21.0,17572.8761904762,4,Yes,2.1875,38440.6666666667,1,False,0.061,8.772999999,3.669999999,Can have 2,
153,24478,ROM CCUF,0,V100,8650.0,6400,55.36,24455,,8,Etanks & Fermenter,24,0,0,173400,0,52.32,0,1.47,254898.0,1,2,3,0,8.039999999,0,40.0,6372.45,4,,1.0,6372.45,1,False,0.151,7.610999999,0.667,Can have 2,
154,24478,ROM CCUF,0,V140,8650.0,8960,77.504,24455,,8,Etanks & Fermenter,24,0,0,242760,0,52.32,0,1.47,356857.2,1,2,3,0,8.72,0,40.0,8921.43,4,,1.0,8921.43,1,False,0.108,5.437,0.476,Can have 2,
155,24478,ROM CCUF,0,V200,8650.0,13952,120.6848,24455,,8,Etanks & Fermenter,24,0,0,378012,0,52.32,0,1.47,555677.64,1,2,6,0,8.72,0,40.0,13891.941,4,,1.0,13891.941,1,False,0.139,6.982999999,0.612,Can have 2,
156,24478,ROM CCUF,0,V218,8650.0,13952,120.6848,24455,,8,Etanks & Fermenter,24,0,0,378012,0,52.32,0,1.47,555677.64,1,2,6,0,8.72,0,40.0,13891.941,4,,1.0,13891.941,1,False,0.139,6.982999999,0.612,,
157,24733,MADMAX CCUF,1,V100,1399.2,19266,26.9569872,24736,,4,Etanks & Fermenter,0,0,0,91743,0,2778.0,0,2.5,229357.5,1,2,3,0,2778.0,0,12.0,19113.13,4,,1.0,19113.13,1,False,0.032,2.507,1.841,,
158,24733,MADMAX CCUF,1,V140,1399.2,26972,37.7392224,24736,,4,Etanks & Fermenter,0,0,0,128440,0,2778.0,0,2.5,321100.0,1,2,5,0,2778.0,0,12.0,26758.3333333333,4,,1.0,26758.3333333333,1,False,0.023,1.790999999,1.314999999,,
159,24733,MADMAX CCUF,1,V200,1399.2,42000,58.7664,24736,,4,Etanks & Fermenter,0,0,0,200000,0,2778.0,0,2.5,500000.0,1,2,9,0,2778.0,0,12.0,41666.6666666667,4,,1.0,41666.6666666667,1,False,0.021,1.643999999,1.211,,
160,24733,MADMAX CCUF,1,V218,1399.2,42000,58.7664,24736,,4,Etanks & Fermenter,0,0,0,200000,0,2778.0,0,2.5,500000.0,1,2,9,0,2778.0,0,12.0,41666.6666666667,4,,1.0,41666.6666666667,1,False,0.021,1.643999999,1.211,,
161,24734,MADMAX CCUF STAB,1,V100,904.1,29817,26.9575497,24736,,4,Etanks & Fermenter,0,0,0,91743,0,2778.0,0,2.5,229357.5,1,2,3,0,2778.0,0,12.0,19113.13,4,Yes,1.547619,29579.84313747,1,False,0.032,2.507,1.841,,
162,24734,MADMAX CCUF STAB,1,V140,904.1,41743,37.7398463,24736,,4,Etanks & Fermenter,0,0,0,128440,0,2778.0,0,2.5,321100.0,1,2,5,0,2778.0,0,12.0,26758.3333333333,4,Yes,1.547619,41411.7050749999,1,False,0.023,1.790999999,1.314999999,,
163,24734,MADMAX CCUF STAB,1,V200,904.1,65000,58.7665,24736,,4,Etanks & Fermenter,0,0,0,200000,0,2778.0,0,2.5,500000.0,1,2,9,0,2778.0,0,12.0,41666.6666666667,4,Yes,1.547619,64484.1250000001,1,False,0.021,1.643999999,1.211,,
164,24734,MADMAX CCUF STAB,1,V218,904.1,65000,58.7665,24736,,4,Etanks & Fermenter,0,0,0,200000,0,2778.0,0,2.5,500000.0,1,2,9,0,2778.0,0,12.0,41666.6666666667,4,Yes,1.547619,64484.1250000001,1,False,0.021,1.643999999,1.211,,
165,25067,CIN KPO MF CCUF,1,V100,1900.0,4614,8.7666,25063,,7,Etanks & Fermenter,0,0,0,60000,0,2727.0,0,3.0,180000.0,1,2,2,0,2727.0,0,39.0,4615.38461538462,4,,1.0,4615.38461538462,1,False,0.026,2.056,1.514999999,,
166,25067,CIN KPO MF CCUF,1,V140,1900.0,6460,12.274,25063,,7,Etanks & Fermenter,0,0,0,84000,0,2727.0,0,3.0,252000.0,1,2,2,0,2727.0,0,39.0,6461.53846153846,4,,1.0,6461.53846153846,1,False,0.019,1.469,1.082,,
167,25067,CIN KPO MF CCUF,1,V200,1900.0,10059,19.1121,25063,,7,Etanks & Fermenter,0,0,0,130800,0,7.809999999,0,3.0,392400.0,1,2,4,0,2727.0,0,39.0,10061.5384615385,4,,1.0,10061.5384615385,1,False,0.024,1.885999999,1.389999999,,
168,25067,CIN KPO MF CCUF,1,V218,1900.0,10059,19.1121,25063,,7,Etanks & Fermenter,0,0,0,130800,0,7.809999999,0,3.0,392400.0,1,2,4,0,2727.0,0,39.0,10061.5384615385,4,,1.0,10061.5384615385,1,False,0.024,1.885999999,1.389999999,,
169,26708,"FUMZYME UF, BULK",1,V100,2619.0,12000,31.428,26696,,20,Etanks & Fermenter,0,0,0,61200,0,4000.0,0,3.66,223992.0,1,2,1,0,4000.0,0,19.0,11789.0526315789,4,,1.0,11789.0526315789,1,False,0.057,0.571,0.107,,
170,26708,"FUMZYME UF, BULK",1,V140,2619.0,16800,43.9992,26696,,20,Etanks & Fermenter,0,0,0,85680,0,4000.0,0,3.66,313588.8,1,2,1,0,4000.0,0,19.0,16504.6736842105,4,,1.0,16504.6736842105,1,False,0.041,0.408,0.077,,
171,26708,"FUMZYME UF, BULK",1,V200,2619.0,26160,68.51304,26696,,20,Etanks & Fermenter,0,0,0,133416,0,4000.0,0,3.66,488302.56,1,2,1,0,4000.0,0,19.0,25700.1347368421,4,,1.0,25700.1347368421,1,False,0.052,0.524,0.098,,
172,26708,"FUMZYME UF, BULK",1,V218,2619.0,26160,68.51304,26696,,20,Etanks & Fermenter,0,0,0,133416,0,4000.0,0,3.66,488302.56,1,2,1,0,4000.0,0,19.0,25700.1347368421,4,,1.0,25700.1347368421,1,False,0.052,0.524,0.098,,
173,26777,"CLIPASE CCUF, BULK",1,V100,1014.0,2000,2.028,26773,,15,Etanks & Fermenter,0,0,0,73000,0,2667.0,0,3.29,240170.0,1,2,1,0,2667.0,0,120.0,2001.41666666667,4,,1.0,2001.41666666667,1,False,0.011,0.444,0.333,,
174,26777,"CLIPASE CCUF, BULK",1,V140,1014.0,2800,2.8392,26773,,15,Etanks & Fermenter,0,0,0,102200,0,2667.0,0,3.29,336238.0,1,2,1,0,2667.0,0,120.0,2801.98333333333,4,,1.0,2801.98333333333,1,False,0.008,0.317,0.238,,
175,26777,"CLIPASE CCUF, BULK",1,V200,1014.0,4360,4.42104,26773,,15,Etanks & Fermenter,0,0,0,159140,0,2667.0,0,3.29,523570.6,1,2,1,0,2667.0,0,120.0,4363.08833333333,4,,1.0,4363.08833333333,1,False,0.01,0.408,0.306,,
176,26777,"CLIPASE CCUF, BULK",1,V218,1014.0,4360,4.42104,26773,,15,Etanks & Fermenter,0,0,0,159140,0,2667.0,0,3.29,523570.6,1,2,1,0,2667.0,0,120.0,4363.08833333333,4,,1.0,4363.08833333333,1,False,0.01,0.408,0.306,,
177,4552,AMYL FONG CCUF,0,V100,8023.0,3899,31.281677,4550,,10,Etanks & Fermenter,0,0,0,150459,0,46.92,0,1.71,257284.89,1,2,1,0,6.839999999,0,66.0,3898.25590909091,4,,1.0,3898.25590909091,1,False,0.083,8.253,6.695999999,,
178,4552,AMYL FONG CCUF,0,V140,8023.0,5459,43.797557,4550,,10,Etanks & Fermenter,0,0,0,210642,0,46.92,0,1.71,360197.82,1,2,1,0,6.839999999,0,66.0,5457.54272727273,4,,1.0,5457.54272727273,1,False,0.059,5.894999999,4.783,,
179,4552,AMYL FONG CCUF,0,V200,8023.0,8500,68.1955,4550,,10,Etanks & Fermenter,0,0,0,328000,0,46.92,0,1.71,560880.0,1,2,2,0,6.839999999,0,66.0,8498.18181818182,4,,1.0,8498.18181818182,1,False,0.076,7.570999999,6.142999999,,
180,4552,AMYL FONG CCUF,0,V218,8023.0,8500,68.1955,4550,,10,Etanks & Fermenter,0,0,0,328000,0,46.92,0,1.71,560880.0,1,2,2,0,6.839999999,0,66.0,8498.18181818182,4,,1.0,8498.18181818182,1,False,0.076,7.570999999,6.142999999,,
181,4557,ARF CCUF,0,V100,31213.0,3334,104.064142,4555,,10,Etanks & Fermenter,0,0,0,182571,0,47.5,0,1.62,295765.02,1,2,2,0,5.759999999,0,89.0,3323.20247191011,4,,1.0,3323.20247191011,1,False,0.03,5.940999999,8.513999999,Can have 2,
182,4557,ARF CCUF,0,V140,31213.0,4668,145.702284,4555,,10,Etanks & Fermenter,0,0,0,255600,0,47.5,0,1.62,414072.0,1,2,2,0,15.17,0,89.0,4652.49438202247,4,,1.0,4652.49438202247,1,False,0.03,5.945999999,8.513999999,Can have 2,
183,4557,ARF CCUF,0,V200,31213.0,7269,226.887297,4555,,10,Etanks & Fermenter,0,0,0,398006,0,47.5,0,1.62,644769.72,1,2,3,0,5.759999999,0,89.0,7244.60359550562,4,,1.0,7244.60359550562,1,False,0.027,5.45,7.811,Can have 2,
184,4557,ARF CCUF,0,V218,31213.0,7269,226.887297,4555,,10,Etanks & Fermenter,0,0,0,398006,0,47.5,0,1.62,644769.72,1,2,3,0,5.759999999,0,89.0,7244.60359550562,4,,1.0,7244.60359550562,1,False,0.038,7.636999999,10.935,Can have 2,
185,4560,AROME CCUF,0,V100,6627.699999999,3000,19.883099999997,4558,,5,Etanks & Fermenter,0,0,0,192500,0,63.789999999,0,1.71,329175.0,1,2,2,0,10.63,0,110.0,2992.5,4,,1.0,2992.5,1,False,0.038,12.444,10.0,,
186,4560,AROME CCUF,0,V140,6627.699999999,4200,27.8363399999958,4558,,5,Etanks & Fermenter,0,0,0,269500,0,63.789999999,0,1.71,460845.0,1,2,2,0,10.63,0,110.0,4189.5,4,,1.0,4189.5,1,False,0.027,8.888999999,7.142999999,,
187,4560,AROME CCUF,0,V200,6627.699999999,6540,43.3451579999935,4558,,5,Etanks & Fermenter,0,0,0,419650,0,63.789999999,0,1.71,717601.5,1,2,4,0,10.63,0,110.0,6523.65,4,,1.0,6523.65,1,False,0.035,11.417,9.173999999,,
188,4560,AROME CCUF,0,V218,6627.699999999,6540,43.3451579999935,4558,,5,Etanks & Fermenter,0,0,0,419650,0,63.789999999,0,1.71,717601.5,1,2,4,0,10.63,0,110.0,6523.65,4,,1.0,6523.65,1,False,0.035,11.417,9.173999999,,
189,4566,BGF CCUF,0,V100,541460.0,6071,3287.20366,4564,,12,Etanks & Fermenter,0,0,0,117857,0,70.0,0,1.58,186214.06,1,2,1,0,11.67,0,31.0,6006.90516129032,4,,1.0,6006.90516129032,1,False,0.063,7.7,7.817,Can have 2,
