ID,SKU Interm1,Name,MF,Fermenter,Activity density (U/g),Batch weight (kg),BU EoR,SKU EoF,Weight ratio (kg EoR/kg EoF),Broth killing (hrs),Broth killing in,Harvest tanks__Broth preparation (hrs),Harvest tanks__Process extra (hrs),Harvest tanks__Post (hrs),Harvest tanks__End weight (kg),FAM or MF__Prep (hrs),FAM or MF__Process (kg/hr/sqm),FAM or MF__Post (hrs),FAM or MF__Weight factor (at F+L),FAM or MF__Weight (kg at F+L),FAP1__Filter preps (#),FAP1__Filter prep process (hrs),UF__UF fractions (#),UF__Prep (hrs),UF__Process (kg/hr/sqm),UF__Post (hrs),UF__End weight factor,UF__Weight ccUF (kg),Stab__Process (hrs),Stab__In V300,Stab__End weight factor,Stab__Weight ccUFSTAB (kg),Stab__Transfer to IBC (hrs),Recipe not in use,UF__DCO (tons/hr),UF__Nitrogen (kg/hr),UF__Phosphorus (kg/hr),FAM or MF__Parallel,Comments
286,8283,"AMYLASE FONGIQUE CCUF STABILIS?, bulk",0,V140,4012.0,10917,43.799004,4550,,10,Etanks & Fermenter,0,0,0,210642,0,101.819999999,0,1.71,360197.82,1,2,1,0,13.33,0,66.0,5457.54272727273,4,Yes,2.0,10915.0854545455,1,False,0.059,5.894999999,4.783,,
287,8283,"AMYLASE FONGIQUE CCUF STABILIS?, bulk",0,V200,4012.0,17000,68.204,4550,,10,Etanks & Fermenter,0,0,0,328000,0,101.819999999,0,1.71,560880.0,1,2,2,0,13.33,0,66.0,8498.18181818182,4,Yes,2.0,16996.3636363636,1,False,0.076,7.570999999,6.142999999,,
288,8283,"AMYLASE FONGIQUE CCUF STABILIS?, bulk",0,V218,4012.0,17000,68.204,4550,,10,Etanks & Fermenter,0,0,0,328000,0,101.819999999,0,1.71,560880.0,1,2,2,0,13.33,0,66.0,8498.18181818182,4,Yes,2.0,16996.3636363636,1,False,0.076,7.570999999,6.142999999,,
289,9084,PME CCUF,0,V100,161326.0,13300,2145.6358,9082,,5,Etanks & Fermenter,0,0,0,148200,0,50.38,0,1.8,266760.0,1,2,2,0,6.639999999,0,20.0,13338.0,4,,1.0,13338.0,1,False,0.109,14.925,0.493,,
290,9084,PME CCUF,0,V140,161326.0,18620,3003.89012,9082,,5,Etanks & Fermenter,0,0,0,207480,0,50.38,0,1.8,373464.0,1,2,2,0,6.639999999,0,20.0,18673.2,4,,1.0,18673.2,1,False,0.078,10.661,0.352,,
291,9084,PME CCUF,0,V200,161326.0,28994,4677.486044,9082,,5,Etanks & Fermenter,0,0,0,323076,0,50.38,0,1.8,581536.8,1,2,4,0,6.639999999,0,20.0,29076.84,4,,1.0,29076.84,1,False,0.1,13.693,0.452,,
292,9084,PME CCUF,0,V218,161326.0,28994,4677.486044,9082,,5,Etanks & Fermenter,0,0,0,323076,0,50.38,0,1.8,581536.8,1,2,4,0,6.639999999,0,20.0,29076.84,4,,1.0,29076.84,1,False,0.1,13.693,0.452,,
293,9085,PME STABILIZED CCUF,0,V100,80663.0,26600,2145.6358,9082,,5,Etanks & Fermenter,0,0,0,148200,0,50.38,0,1.8,266760.0,1,2,2,0,6.639999999,0,20.0,13338.0,4,Yes,2.0,26676.0,1,False,0.109,14.925,0.493,,
294,9085,PME STABILIZED CCUF,0,V140,80663.0,37240,3003.89012,9082,,5,Etanks & Fermenter,0,0,0,207480,0,50.38,0,1.8,373464.0,1,2,2,0,6.639999999,0,20.0,18673.2,4,Yes,2.0,37346.4,1,False,0.078,10.661,0.352,,
295,9085,PME STABILIZED CCUF,0,V200,80663.0,57988,4677.486044,9082,,5,Etanks & Fermenter,0,0,0,323076,0,50.38,0,1.8,581536.8,1,2,4,0,6.639999999,0,20.0,29076.84,4,Yes,2.0,58153.68,1,False,0.1,13.693,0.452,,
296,9085,PME STABILIZED CCUF,0,V218,80663.0,57988,4677.486044,9082,,5,Etanks & Fermenter,0,0,0,323076,0,50.38,0,1.8,581536.8,1,2,4,0,6.639999999,0,20.0,29076.84,4,Yes,2.0,58153.68,1,False,0.1,13.693,0.452,,
297,9935,EPG STABILIZED CCUF,0,V100,43125.0,24000,1035.0,9938,,16,Etanks & Fermenter,7,0,0,156000,0,45.52,0,1.69,263640.0,1,2,2,0,7.86,0,22.0,11983.6363636364,4,Yes,2.0,23967.2727272728,1,False,0.089,8.929,6.25,,
298,9935,EPG STABILIZED CCUF,0,V140,43125.0,33600,1449.0,9938,,16,Etanks & Fermenter,7,0,0,218400,0,45.52,0,1.69,369096.0,1,2,2,0,7.86,0,22.0,16777.0909090909,4,Yes,2.0,33554.1818181818,1,False,0.064,6.378,4.464,,
299,9935,EPG STABILIZED CCUF,0,V200,43125.0,52320,2256.3,9938,,16,Etanks & Fermenter,7,0,0,340080,0,45.52,0,1.69,574735.2,1,2,4,0,7.86,0,22.0,26124.3272727273,4,Yes,2.0,52248.6545454546,1,False,0.082,8.191,5.734,,
300,9935,EPG STABILIZED CCUF,0,V218,43125.0,52320,2256.3,9938,,16,Etanks & Fermenter,7,0,0,340080,0,45.52,0,1.69,574735.2,1,2,4,0,7.86,0,22.0,26124.3272727273,4,Yes,2.0,52248.6545454546,1,False,0.082,8.191,5.734,,
301,9936,EPG CCUF,0,V100,86250.0,12000,1035.0,9938,,16,Etanks & Fermenter,7,0,0,156000,0,45.52,0,1.69,263640.0,1,2,2,0,7.86,0,22.0,11983.6363636364,4,,1.0,11983.6363636364,1,False,0.089,8.929,6.25,,
302,9936,EPG CCUF,0,V140,86250.0,16800,1449.0,9938,,16,Etanks & Fermenter,7,0,0,218400,0,45.52,0,1.69,369096.0,1,2,2,0,7.86,0,22.0,16777.0909090909,4,,1.0,16777.0909090909,1,False,0.064,6.378,4.464,,
303,9936,EPG CCUF,0,V200,86250.0,26160,2256.3,9938,,16,Etanks & Fermenter,7,0,0,340080,0,45.52,0,1.69,574735.2,1,2,4,0,7.86,0,22.0,26124.3272727273,4,,1.0,26124.3272727273,1,False,0.082,8.191,5.734,,
304,9936,EPG CCUF,0,V218,86250.0,26160,2256.3,9938,,16,Etanks & Fermenter,7,0,0,340080,0,45.52,0,1.69,574735.2,1,2,4,0,7.86,0,22.0,26124.3272727273,4,,1.0,26124.3272727273,1,False,0.082,8.191,5.734,,
305,9975,ASPARAGINASE CCUF,0,V100,7966.199999999,3211,25.5794681999968,9973,,23,V01,0,0,0,90596,0,37.5,0,1.52,137705.92,1,2,1,0,5.21,0,43.0,3202.46325581395,4,,1.0,3202.46325581395,1,False,0.115,11.353999999,17.713,,
306,9975,ASPARAGINASE CCUF,0,V140,7966.199999999,4495,35.8080689999955,9973,,23,V01,0,0,0,126835,0,37.5,0,1.52,192789.2,1,2,1,0,5.21,0,43.0,4483.46976744186,4,,1.0,4483.46976744186,1,False,0.082,8.109999999,12.651999999,,
307,9975,ASPARAGINASE CCUF,0,V200,7966.199999999,7000,55.763399999993,9973,,23,V01,0,0,0,197500,0,37.5,0,1.52,300200.0,1,2,2,0,5.21,0,43.0,6981.39534883721,4,,1.0,6981.39534883721,1,False,0.105,10.417,16.25,,
308,9975,ASPARAGINASE CCUF,0,V218,7966.199999999,7000,55.763399999993,9973,,23,V01,0,0,0,197500,0,37.5,0,1.52,300200.0,1,2,2,0,5.21,0,43.0,6981.39534883721,4,,1.0,6981.39534883721,1,False,0.105,10.417,16.25,,
309,9976,ASPARAGINASE CCUF STABILIZED,0,V100,3983.099999999,6422,25.5794681999936,9973,,23,V01,0,0,0,90596,0,37.5,0,1.52,137705.92,1,2,1,0,5.21,0,43.0,3202.46325581395,4,Yes,2.0,6404.9265116279,1,False,0.115,11.353999999,17.713,,
310,9976,ASPARAGINASE CCUF STABILIZED,0,V140,3983.099999999,8991,35.812052099991,9973,,23,V01,0,0,0,126835,0,37.5,0,1.52,192789.2,1,2,1,0,5.21,0,43.0,4483.46976744186,4,Yes,2.0,8966.93953488372,1,False,0.082,8.109999999,12.651999999,,
311,9976,ASPARAGINASE CCUF STABILIZED,0,V200,3983.099999999,14000,55.763399999986,9973,,23,V01,0,0,0,197500,0,37.5,0,1.52,300200.0,1,2,2,0,5.21,0,43.0,6981.39534883721,4,Yes,2.0,13962.7906976744,1,False,0.105,10.417,16.25,,
312,9976,ASPARAGINASE CCUF STABILIZED,0,V218,3983.099999999,14000,55.763399999986,9973,,23,V01,0,0,0,197500,0,37.5,0,1.52,300200.0,1,2,2,0,5.21,0,43.0,6981.39534883721,4,Yes,2.0,13962.7906976744,1,False,0.105,10.417,16.25,,
313,4742,PHYTASE CCUF,0,V42,34193.0,6090,208.23537,4740,,10,Etanks & Fermenter,0,0,0,70560,0,58.332999999,0,1.667,117623.52,1,2,1,0,7.78,0,19.309999999,6091.32677400784,4,,1.0,6091.32677400784,1,False,0.06,7.94,3.169999999,,
314,4758,PHYTASE CCUF STAB,0,V42,17097.0,12180,208.24146,4740,,10,Etanks & Fermenter,0,0,0,70560,0,58.332999999,0,1.669999999,117835.19992944,1,2,1,0,7.78,0,19.309999999,6102.28896610784,4,Yes,2.0,12204.5779322157,1,False,0.06,7.94,3.169999999,,
315,26777,"CLIPASE CCUF, BULK",1,V42,1014.0,840,0.85176,26773,,15,Etanks & Fermenter,0,0,0,30660,0,2666.67,0,3.29,100871.4,1,2,1,0,4.28,0,120.0,840.595,4,,1.0,840.595,1,False,0.004666667,0.186666667,0.14,,
316,27119,"PLS CCUF, BULK",0,V100,37500.0,5200,195.0,27115,,18,Etanks & Fermenter,20,0,0,87500,0,30.832999999,0,2.113999999,184974.9999125,1,2,2,0,4.11,0,35.579999999,5198.84766491565,4,,1.0,5198.84766491565,1,False,0.0,0.0,0.0,,
317,27120,"PLS CCUF STABILIZED, BULK",0,V100,25342.0,7300,184.9966,27115,,18,Etanks & Fermenter,20,0,0,87500,0,0.0,0,2.113999999,184974.9999125,1,2,2,0,4.11,0,35.579999999,5198.84766491565,4,Yes,1.399999999,7278.38672568306,1,False,0.0,0.0,0.0,,
